id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
2304	eL Seed	Street art with a message of hope and peace	http://www.ted.com/talks/view/id/2304	"What does this gorgeous street art say? It's Arabic poetry, inspired by bold graffiti and placed where a message of hope and peace can do the most good. In this quietly passionate talk, artist and TED Fellow eL Seed describes his ambition: to create art so beautiful it needs no translation."	http://www.ted.com/talks/view/id/2304/transcript?language=en	3	2015	TED2015	0:05:39	7/23/15	"poetry,street art,culture,language,art,community,TED Fellows"
2305	John Green	The nerd's guide to learning everything online	http://www.ted.com/talks/view/id/2305	"Some of us learn best in the classroom, and some of us ... well, we don't. But we still love to learn -- we just need to find the way that works for us. In this charming, personal talk, author John Green shares the community of learning that he found in online video."	http://www.ted.com/talks/view/id/2305/transcript?language=en	11	2012	TEDxIndianapolis	0:18:10	7/22/15	"online video,education,TEDx,community"
2306	Matt Kenyon	A secret memorial for civilian casualties	http://www.ted.com/talks/view/id/2306	"In the fog of war, civilian casualties often go uncounted. Artist Matt Kenyon, whose recent work memorialized the names and stories of US soldiers killed in the Iraq war, decided he should create a companion monument, to the Iraqi civilians caught in the war's crossfire. Learn how he built a secret monument to place these names in the official record."	http://www.ted.com/talks/view/id/2306/transcript?language=en	3	2015	TED2015	0:06:55	8/13/15	"war,art,TED Fellows"
2307	Yuval Noah Harari	What explains the rise of humans?	http://www.ted.com/talks/view/id/2307	"Seventy thousand years ago, our human ancestors were insignificant animals, just minding their own business in a corner of Africa with all the other animals. But now, few would disagree that humans dominate planet Earth; we've spread to every continent, and our actions determine the fate of other animals (and possibly Earth itself). How did we get from there to here? Historian Yuval Noah Harari suggests a surprising reason for the rise of humanity."	http://www.ted.com/talks/view/id/2307/transcript?language=en	6	2015	TEDGlobalLondon	0:17:08	7/24/15	"human origins,evolution,history,humanity,storytelling"
2308	Rich Benjamin	My road trip through the whitest towns in America	http://www.ted.com/talks/view/id/2308	"As America becomes more and more multicultural, Rich Benjamin noticed a phenomenon: Some communities were actually getting less diverse. So he got out a map, found the whitest towns in the USA -- and moved in. In this funny, honest, human talk, he shares what he learned as a black man in Whitopia."	http://www.ted.com/talks/view/id/2308/transcript?language=en	5	2015	TEDWomen 2015	0:13:01	8/11/15	"race,culture,United States"
2309	Benedetta Berti	The surprising way groups like ISIS stay in power	http://www.ted.com/talks/view/id/2309	"ISIS, Hezbollah, Hamas. These three very different groups are known for violence -- but thatâ€™s only a portion of what they do, says policy analyst Benedetta Berti. They also attempt to win over populations with social work: setting up schools and hospitals, offering safety and security, and filling the gaps left by weak governments. Understanding the broader work of these groups suggests new strategies for ending the violence."	http://www.ted.com/talks/view/id/2309/transcript?language=en	3	2015	TED2015	0:05:38	8/10/15	"terrorism,violence,politics,global issues,TED Fellows,Middle East"
2310	Alix Generous	How I learned to communicate my inner life with Asperger's	http://www.ted.com/talks/view/id/2310	"Alix Generous is a young woman with a million and one ideas -- she's done award-winning science, helped develop new technology and tells a darn good joke (you'll see). She has Asperger's, a form of autistic spectrum disorder that can impair the basic social skills required for communication, and she's worked hard for years to learn how to share her thoughts with the world. In this funny, personal talk, she shares her story -- and her vision for tools to help more people communicate their big ideas."	http://www.ted.com/talks/view/id/2310/transcript?language=en	5	2015	TEDWomen 2015	0:10:26	8/17/15	"sleep,Autism spectrum disorder,empathy,mental health,neuroscience,social change,science,identity,communication"
2311	Elizabeth Nyamayaro	An invitation to men who want a better world for women	http://www.ted.com/talks/view/id/2311	"Around the world, women still struggle for equality in basic matters like access to education, equal pay and the right to vote. But how to enlist everyone, men and women, as allies for change? Meet Elizabeth Nyamayaro, head of UN Womenâ€™s HeForShe initiative, which has created more than 2.4 billion social media conversations about a more equal world. She invites us all to join in as allies in our shared humanity."	http://www.ted.com/talks/view/id/2311/transcript?language=en	5	2015	TEDWomen 2015	0:12:39	9/1/15	"gender,activism,inequality,humanity,women,global issues"
2313	Patience Mthunzi	Could we cure HIV with lasers?	http://www.ted.com/talks/view/id/2313	"Swallowing pills to get medication is a quick, painless and often not entirely effective way of treating disease. A potentially better way? Lasers. In this passionate talk, TED Fellow Patience Mthunzi explains her idea to use lasers to deliver drugs directly to cells infected with HIV. It's early days yet, but could a cure be on the horizon?"	http://www.ted.com/talks/view/id/2313/transcript?language=en	3	2015	TED2015	0:04:25	8/14/15	"molecular biology,pharmaceuticals,AIDS,HIV,health,health care,medicine,medical research,innovation,science"
2314	Christopher Soghoian	How to avoid surveillance ... with the phone in your pocket	http://www.ted.com/talks/view/id/2314	"Who is listening in on your phone calls? On a landline, it could be anyone, says privacy activist Christopher Soghoian, because surveillance backdoors are built into the phone system by default, to allow governments to listen in. But then again, so could a foreign intelligence service ... or a criminal. Which is why, says Soghoian, some tech companies are resisting governments' call to build the same backdoors into mobile phones and new messaging systems. From this TED Fellow, learn how some tech companies are working to keep your calls and messages private."	http://www.ted.com/talks/view/id/2314/transcript?language=en	3	2015	TED2015	0:06:16	8/20/15	"security,technology,government,TED Fellows"
2315	Tony Wyss-Coray	"How young blood might help reverse aging. Yes, really"	http://www.ted.com/talks/view/id/2315	"Tony Wyss-Coray studies the impact of aging on the human body and brain. In this eye-opening talk, he shares new research from his Stanford lab and other teams which shows that a solution for some of the less great aspects of old age might actually lie within us all."	http://www.ted.com/talks/view/id/2315/transcript?language=en	6	2015	TEDGlobalLondon	0:13:35	8/19/15	"molecular biology,memory,youth,neuroscience,disease,medicine,medical research,biology,brain,innovation,aging,science,bioethics"
2316	Jim Al-Khalili	How quantum biology might explain lifeâ€™s biggest questions	http://www.ted.com/talks/view/id/2316	"How does a robin know to fly south? The answer might be weirder than you think: Quantum physics may be involved. Jim Al-Khalili rounds up the extremely new, extremely strange world of quantum biology, where something Einstein once called ""spooky action at a distance"" helps birds navigate, and quantum effects might explain the origin of life itself."	http://www.ted.com/talks/view/id/2316/transcript?language=en	6	2015	TEDGlobalLondon	0:16:09	8/24/15	"birds,consciousness,physics,biology,life"
2317	Seth Berkley	The troubling reason why vaccines are made too late ... if they're made at all	http://www.ted.com/talks/view/id/2317	It seems like we wait for a disastrous disease outbreak before we get serious about making a vaccine for it. Seth Berkley lays out the market realities and unbalanced risks behind why we aren't making vaccines for the world's biggest diseases.	http://www.ted.com/talks/view/id/2317/transcript?language=en	3	2015	TED2015	0:07:17	8/25/15	"Vaccines,ebola,public health,economics,health,medicine,science,global issues"
2318	Robin Murphy	These robots come to the rescue after a disaster	http://www.ted.com/talks/view/id/2318	"When disaster strikes, who's first on the scene? More and more, itâ€™s a robot. In her lab, Robin Murphy builds robots that fly, tunnel, swim and crawl through disaster scenes, helping firefighters and rescue workers save more lives safely -- and help communities return to normal up to three years faster."	http://www.ted.com/talks/view/id/2318/transcript?language=en	5	2015	TEDWomen 2015	0:08:59	8/27/15	"natural disaster,robots,disaster relief,engineering,technology"
2319	Dustin Yellin	A journey through the mind of an artist	http://www.ted.com/talks/view/id/2319	"Dustin Yellin makes mesmerizing artwork that tells complex, myth-inspired stories. How did he develop his style? In this disarming talk, he shares the journey of an artist -- starting from age 8 -- and his idiosyncratic way of thinking and seeing. Follow the path that leads him up to his latest major work (or two)."	http://www.ted.com/talks/view/id/2319/transcript?language=en	7	2014	TED@NYC	0:07:32	8/21/15	"creativity,collaboration,art"
